Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
ARROWHEAD INGLESIDE PIPELINE LLC,01-07-2025,2,"Harvest Midway Terminal, San Patricio County, TX","Flint Hills Resources Corpus Christi LLC (Ingleside Terminal), San Patricio County, TX",[I] 12.53
