Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
GRAND PRIX PIPELINE LLC,01-10-2025,14,"Sendero Carlsbad Processing Plant, Eddy County, New Mexico","Targa Downstream LLC’s storage facility at Mont Belvieu (Chambers County, TX)",[U] $0.1061
GRAND PRIX PIPELINE LLC,01-10-2025,14,"[N] South Lea and Southeast Eddy County Plants, New Mexico","[N] Targa Downstream LLC’s storage facility at Mont Belvieu (Chambers County, TX)",[N] $0.1000
