Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
ENTERPRISE LOU-TEX NGL PIPELINE L.P,01-07-2025,9,"Mont Belvieu Caverns Mont Belvieu (Chambers County), Texas","Sasol East Lake Charles Lake Charles (Calcasieu Parish), Louisiana",[I] $4.0546
ENTERPRISE LOU-TEX NGL PIPELINE L.P,01-07-2025,9,"Mont Belvieu Caverns Mont Belvieu (Chambers County), Texas","Sasol East Lake Charles Lake Charles (Calcasieu Parish), Louisiana",[I] $1.3620
