Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
"PIPELINE, L.L.C",01-03-2022,12,Counties in Oklahoma,"Mont Belvieu, Texas (Chambers County)",[D] 320.80
