Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
BENGAL PIPELINE COMPANY LLC,01-07-2025,1,Exxon Mobil PL Junction Baton Rouge Product Station East Feliciana Parish Louisiana,Colonial Pipeline Junction Baton Rouge Product Station East Feliciana Parish Louisiana,[I] 27.51
