Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
"SouthTex 66 Pipeline Company, Ltd",01-07-2025,1,"Mont Belvieu, Chamber County, Texas","Sweeny, Brazoria County, Texas Clemens, Brazoria County, Texas",[I] 106.64
"SouthTex 66 Pipeline Company, Ltd",01-07-2025,1,"Mont Belvieu, Chamber County, Texas","Sweeny, Brazoria County, Texas Clemens, Brazoria County, Texas",[I] 106.64
