Pipeline Name,EffectiveDate,Page,PointOfOrigin,PointOfDestination,LiquidRateCentsPerBbl
BLACK LAKE PIPELINE COMPANY,01-07-2025,1,Sailes Station........Louisiana (Bienville Parish),Mont Belvieu.........Texas (Chambers County) Cajun Sibon..........Texas (Liberty County),[I] 235.30
