Pipeline Name,PointfOrigin,PointOfDestination,LiquidTariffNumber,Effective Date,End Date,TariffStatus,RateTier,RateType,TermYear,MinBPD,MaxBPD,AcreageDedicationMinAcres,AcreageDedicationMaxAcres,LiquidRateCentsPerBbl,SurchargeCentsPerBbl,LiquidFuelType
"KEYSTONE PIPELINE COMPANY, LLC","ALTOONA (Blair County), Pennsylvania","LINDEN (Union County), New Jersey",,01-07-2025,,Effective,,ITEM NO. 115 – TRANSPORTATION RATES,,,,,,[U] 240.47 (a),,Crude
"KEYSTONE PIPELINE COMPANY, LLC","ALTOONA (Blair County), Pennsylvania","LINDEN (Union County), New Jersey",,01-07-2025,,Effective,,ITEM NO. 115 – TRANSPORTATION RATES,,,,,,[U] 210.05 (b),,Crude
