Pipeline Name,PointfOrigin,PointOfDestination,LiquidTariffNumber,Effective Date,End Date,TariffStatus,RateTier,RateType,TermYear,MinBPD,MaxBPD,AcreageDedicationMinAcres,AcreageDedicationMaxAcres,LiquidRateCentsPerBbl,SurchargeCentsPerBbl,LiquidFuelType
WILLIAMS OHIO VALLEY PIPELINE LLC,"Oak Grove, Marshall County, West Virginia","Houston, PA Hub (Note 1)",,01-07-2025,,Effective,,ITEM NO. 140 – GENERAL COMMODITY RATES GENERAL COMMODITY RATES,,,,,,[I] 240.53,,Crude
WILLIAMS OHIO VALLEY PIPELINE LLC,"Oak Grove, Marshall County, West Virginia","Houston, PA Hub (Note 1)",,01-07-2025,,Effective,,ITEM NO. 140 – GENERAL COMMODITY RATES GENERAL COMMODITY RATES,,,,,,[I] 191.86,,Crude
