Pipeline Name,PointfOrigin,PointOfDestination,LiquidTariffNumber,Effective Date,End Date,TariffStatus,RateTier,RateType,TermYear,MinBPD,MaxBPD,AcreageDedicationMinAcres,AcreageDedicationMaxAcres,LiquidRateCentsPerBbl,SurchargeCentsPerBbl,LiquidFuelType
"SouthTex 66 Pipeline Company, Ltd.","Mont Belvieu, Chamber County, Texas","Sweeny, Brazoria County, Texas Clemens, Brazoria County, Texas",,01-07-2025,,Effective,,,,,,,,[I] 106.64,,Crude
"SouthTex 66 Pipeline Company, Ltd.","Mont Belvieu, Chamber County, Texas","Sweeny, Brazoria County, Texas Clemens, Brazoria County, Texas",,01-07-2025,,Effective,,,,,,,,[I] 106.64,,Crude
